89	1 	0.020000
76	3 	0.020000
77	7 	0.020000
77	10 	0.020000
77	11 	0.020000
89	11 	0.020000
89	10 	0.020000
89	9 	0.020000
89	9 	0.020000
89	10 	0.020000
89	9 	0.020000
77	6 	0.020000
60	2 	0.020000
61	1 	0.020000
64	1 	0.020000
70	1 	0.020000
61	1 	0.020000
68	1 	0.020000
82	2 	0.020000
82	7 	0.020000
82	10 	0.020000
82	9 	0.020000
82	8 	0.020000
82	8 	0.020000
69	8 	0.020000
69	9 	0.020000
69	9 	0.020000
69	9 	0.020000
69	9 	0.020000
69	9 	0.020000
94	9 	0.020000
82	8 	0.020000
82	8 	0.020000
69	8 	0.020000
69	8 	0.020000
69	8 	0.020000
69	9 	0.020000
82	9 	0.020000
82	10 	0.020000
82	10 	0.020000
69	10 	0.020000
94	9 	0.020000
69	5 	0.020000
59	2 	0.020000
59	1 	0.020000
82	1 	0.020000
85	1 	0.020000
85	3 	0.020000
85	5 	0.020000
85	5 	0.020000
85	4 	0.020000
85	2 	0.020000
86	1 	0.020000
92	1 	0.020000
85	1 	0.020000
63	1 	0.020000
84	1 	0.020000
84	5 	0.020000
84	9 	0.020000
84	9 	0.020000
84	9 	0.020000
84	8 	0.020000
84	9 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	9 	0.020000
84	6 	0.020000
84	2 	0.020000
84	1 	0.020000
84	1 	0.020000
59	1 	0.020000
59	1 	0.020000
60	1 	0.020000
82	2 	0.020000
82	7 	0.020000
82	10 	0.020000
82	9 	0.020000
69	9 	0.020000
82	8 	0.020000
82	8 	0.020000
82	7 	0.020000
82	8 	0.020000
82	8 	0.020000
82	8 	0.020000
82	8 	0.020000
94	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	9 	0.020000
82	10 	0.020000
82	10 	0.020000
94	7 	0.020000
93	3 	0.020000
82	1 	0.020000
82	1 	0.020000
59	1 	0.020000
61	1 	0.020000
69	1 	0.020000
63	1 	0.020000
62	1 	0.020000
62	1 	0.020000
64	1 	0.020000
59	1 	0.020000
89	2 	0.020000
89	6 	0.020000
89	8 	0.020000
89	9 	0.020000
89	9 	0.020000
89	9 	0.020000
89	9 	0.020000
77	8 	0.020000
77	8 	0.020000
77	8 	0.020000
77	8 	0.020000
76	6 	0.020000
76	3 	0.020000
59	1 	0.020000
94	1 	0.020000
59	1 	0.020000
61	1 	0.020000
78	1 	0.020000
65	1 	0.020000
87	2 	0.020000
87	4 	0.020000
87	6 	0.020000
87	5 	0.020000
87	5 	0.020000
87	5 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	3 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	4 	0.020000
87	5 	0.020000
88	5 	0.020000
88	5 	0.020000
88	5 	0.020000
88	5 	0.020000
88	5 	0.020000
88	5 	0.020000
88	5 	0.020000
88	4 	0.020000
88	4 	0.020000
88	4 	0.020000
88	4 	0.020000
88	4 	0.020000
88	4 	0.020000
88	4 	0.020000
88	4 	0.020000
88	3 	0.020000
59	2 	0.020000
86	1 	0.020000
90	1 	0.020000
59	1 	0.020000
69	1 	0.020000
59	1 	0.020000
66	1 	0.020000
61	1 	0.020000
64	1 	0.020000
80	1 	0.020000
82	3 	0.020000
82	8 	0.020000
82	11 	0.020000
82	12 	0.020000
82	12 	0.020000
94	12 	0.020000
94	12 	0.020000
94	11 	0.020000
84	9 	0.020000
84	9 	0.020000
84	9 	0.020000
84	9 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	8 	0.020000
84	7 	0.020000
84	4 	0.020000
59	1 	0.020000
59	1 	0.020000
84	1 	0.020000
84	1 	0.020000
60	1 	0.020000
82	3 	0.020000
82	8 	0.020000
82	9 	0.020000
82	8 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	8 	0.020000
82	8 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	7 	0.020000
82	8 	0.020000
82	8 	0.020000
82	9 	0.020000
82	9 	0.020000
94	7 	0.020000
82	4 	0.020000
82	2 	0.020000
60	1 	0.020000
62	1 	0.020000
85	2 	0.020000
85	4 	0.020000
85	5 	0.020000
85	5 	0.020000
85	4 	0.020000
85	2 	0.020000
85	1 	0.020000
85	1 	0.020000
85	1 	0.020000
65	1 	0.020000
84	1 	0.020000
84	5 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	7 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	8 	0.020000
84	7 	0.020000
84	3 	0.020000
59	1 	0.020000
84	1 	0.020000
84	1 	0.020000
84	1 	0.020000
59	1 	0.020000
92	3 	0.020000
92	8 	0.020000
92	11 	0.020000
80	11 	0.020000
92	11 	0.020000
80	11 	0.020000
80	10 	0.020000
92	10 	0.020000
80	10 	0.020000
92	10 	0.020000
92	10 	0.020000
80	10 	0.020000
92	10 	0.020000
80	10 	0.020000
92	10 	0.020000
92	11 	0.020000
80	10 	0.020000
92	10 	0.020000
80	10 	0.020000
80	10 	0.020000
92	10 	0.020000
80	10 	0.020000
92	11 	0.020000
80	11 	0.020000
92	10 	0.020000
92	10 	0.020000
80	10 	0.020000
92	10 	0.020000
80	10 	0.020000
80	11 	0.020000
80	10 	0.020000
80	7 	0.020000
90	2 	0.020000
81	1 	0.020000
80	1 	0.020000
62	1 	0.020000
59	1 	0.020000
